TripID,StartDate,StartTime,EndDate,EndTime,TripDuration,TripDistance,StartLatitude,StartLongitude,EndLatitude,EndLongitude,DayOfWeek,HourNum
4e7bf574-790b-3dd3-6dde-14f6903d,2019-08-01,13:30,2019-08-01,13:45,10,0.5,38.259,-85.75,38.26,-85.745,5,13
53283d75-2503-dfcd-d940-829f15ce,2019-08-01,13:30,2019-08-01,13:30,3,0.062,38.251,-85.757,38.251,-85.758,5,13
53c24f66-cf58-9ef6-4883-9c4c9235,2019-08-01,13:30,2019-08-01,13:45,12,0.746,38.253,-85.756,38.254,-85.754,5,13
5dc8d232-757c-2ad7-7b94-07ab76be,2019-08-01,13:30,2019-08-01,14:00,31,1.988,38.253,-85.756,38.252,-85.756,5,13
86a9b34f-f445-6f5c-d251-7389306f,2019-08-01,13:30,2019-08-01,13:30,3,0,38.242,-85.759,38.251,-85.758,5,13
7738a3ed-f710-eb2d-9abf-c734b9ed,2019-08-01,13:30,2019-08-01,13:45,11,0,38.253,-85.757,38.254,-85.754,5,13
732d8822-9f22-b0ea-319e-b037eb8f,2019-08-01,13:45,2019-08-01,14:30,46,2.934,38.253,-85.757,38.259,-85.753,5,13
8043ffe3-9285-c74d-6337-889d82d5,2019-08-01,13:45,2019-08-01,14:15,25,0.85,38.254,-85.755,38.258,-85.763,5,13
9f1daf0b-77ef-4c31-7858-d938c62c,2019-08-01,13:45,2019-08-01,14:00,3,0.52,38.256,-85.751,38.254,-85.757,5,13
89076e12-2f9c-9afa-4e73-9eedb152,2019-08-01,13:45,2019-08-01,14:00,6,0,38.257,-85.764,38.254,-85.761,5,13
8b6ae190-cd7a-7f28-c6fc-3613d9ef,2019-08-01,13:45,2019-08-01,13:45,5,0.61,38.254,-85.74,38.253,-85.74,5,13
2705d36a-fc0d-6af4-59cc-8aab653c,2019-08-01,13:45,2019-08-01,15:45,127,1.99,38.254,-85.746,38.248,-85.755,5,13
2f284ff4-3e40-a38b-f990-358b7810,2019-08-01,13:45,2019-08-01,14:00,2,0,38.255,-85.755,38.254,-85.756,5,13
ea045804-18ae-88bd-6784-c3a7005d,2019-08-01,13:45,2019-08-01,14:00,2,0,38.25,-85.756,38.25,-85.756,5,13
ef56ff7b-3da7-f324-7a5f-04c1c9d6,2019-08-01,13:45,2019-08-01,14:15,19,1.47,38.252,-85.739,38.253,-85.757,5,13
f9ef0bb3-4688-1a60-26a0-4ad2f7ca,2019-08-01,13:45,2019-08-01,13:45,2,0,38.217,-85.755,38.213,-85.756,5,13
b1a6dd48-c3c8-8c9b-9ceb-8335443b,2019-08-01,13:45,2019-08-01,14:00,8,0.062,38.254,-85.755,38.257,-85.755,5,13
d9a460b8-7741-bd4c-5a9d-4577d5f7,2019-08-01,13:45,2019-08-01,13:45,8,0,38.232,-85.71,38.23,-85.698,5,13
c9333323-7130-b6e9-9c81-eb0b1a14,2019-08-01,13:45,2019-08-01,13:45,4,0.249,38.252,-85.754,38.251,-85.757,5,13
c06e5bb7-4fe2-7ead-d69a-8a1a444f,2019-08-01,13:45,2019-08-01,13:45,2,0,38.252,-85.756,38.252,-85.756,5,13
c5f81de4-ae32-3253-7c12-b0a77f74,2019-08-01,13:45,2019-08-01,13:45,2,0,38.218,-85.755,38.218,-85.755,5,13
49ad7fc9-6902-f5f6-49b3-1e79e21f,2019-08-01,13:45,2019-08-01,15:00,75,5.593,38.253,-85.756,38.257,-85.757,5,13
4d811ac8-b747-f210-3d97-912766de,2019-08-01,13:45,2019-08-01,14:00,13,2.12,38.254,-85.757,38.265,-85.725,5,13
70ad7076-4146-9b11-5cb1-7acd7561,2019-08-01,13:45,2019-08-01,14:00,8,0,38.232,-85.759,38.242,-85.756,5,13
4426a1a1-9137-339b-032b-3e8d59d0,2019-08-01,13:45,2019-08-01,13:45,3,0.04,38.257,-85.757,38.254,-85.757,5,13
67a390d0-3c2b-cfb0-f146-01ecec6c,2019-08-01,13:45,2019-08-01,13:45,5,0.7,38.219,-85.763,38.212,-85.756,5,13
6e57925b-21f0-5872-4fa7-a364e987,2019-08-01,14:00,2019-08-01,14:15,5,0.65,38.252,-85.754,38.241,-85.758,5,14
7005d0a9-3d47-6ffc-2083-11bf7133,2019-08-01,14:00,2019-08-01,14:00,5,0,38.229,-85.702,38.231,-85.705,5,14
5b9b863d-a76d-7433-5116-f2f1ab7c,2019-08-01,14:00,2019-08-01,14:15,15,0,38.255,-85.744,38.258,-85.767,5,14
45d69f3e-d288-cfb7-77d6-3c383d36,2019-08-01,14:00,2019-08-01,14:00,7,0.89,38.256,-85.756,38.243,-85.744,5,14
fab53336-c9fb-189b-0ae5-2a44e839,2019-08-01,14:00,2019-08-01,14:15,7,0.46,38.257,-85.756,38.252,-85.757,5,14
e4345bdb-71f4-5399-d6b1-9175c4fe,2019-08-01,14:00,2019-08-01,14:00,3,0.03,38.253,-85.704,38.253,-85.704,5,14
ed3dd152-1445-1102-9e0f-f282dcb4,2019-08-01,14:00,2019-08-01,14:00,3,0.311,38.218,-85.76,38.218,-85.76,5,14
98867eb3-85d1-1db5-8369-d56fabf6,2019-08-01,14:00,2019-08-01,14:15,8,0.77,38.253,-85.705,38.257,-85.717,5,14
94dc95d8-a20a-015f-2ae9-0495e441,2019-08-01,14:00,2019-08-01,14:15,16,1.802,38.226,-85.734,38.231,-85.752,5,14
972ebbd6-f6ae-7684-e984-89257aa4,2019-08-01,14:00,2019-08-01,14:00,4,0.66,38.257,-85.751,38.256,-85.743,5,14
7eabba2c-25fd-abcf-f26e-0f722cf1,2019-08-01,14:00,2019-08-01,14:00,3,0,38.255,-85.744,38.255,-85.744,5,14
2760d0b9-9672-b2e3-4876-bc8d38e4,2019-08-01,14:00,2019-08-01,14:15,4,0.55,38.253,-85.705,38.257,-85.716,5,14
100d37a4-a231-8d26-e8fa-ee23605d,2019-08-01,14:00,2019-08-01,14:00,3,0.311,38.223,-85.739,38.224,-85.735,5,14
1720ce16-c3cd-a446-05ee-dd484e08,2019-08-01,14:00,2019-08-01,14:15,9,0.27,38.253,-85.705,38.257,-85.716,5,14
17f46b0f-8820-1e02-13cb-d607bac1,2019-08-01,14:00,2019-08-01,14:15,14,2.858,38.252,-85.762,38.221,-85.763,5,14
dda4716f-967d-4830-84aa-72605e6e,2019-08-01,14:00,2019-08-01,14:00,3,0,38.253,-85.755,38.253,-85.754,5,14
ba9124a8-a201-095e-dc33-2d07cd8c,2019-08-01,14:00,2019-08-01,14:15,13,1.243,38.255,-85.744,38.257,-85.759,5,14
de1b89ab-f468-f716-444d-0b6b4ec9,2019-08-01,14:15,2019-08-01,14:30,10,0.311,38.258,-85.767,38.258,-85.767,5,14
e04ddc4f-d435-23a9-84f6-76bd2653,2019-08-01,14:15,2019-08-01,14:15,3,0,38.257,-85.763,38.258,-85.768,5,14
e0a7bc98-ca29-419d-d55c-17e6b757,2019-08-01,14:15,2019-08-01,14:30,8,0.311,38.256,-85.754,38.257,-85.76,5,14
a808e900-543a-a10c-5a9f-63b19230,2019-08-01,14:15,2019-08-01,14:30,8,0.311,38.25,-85.756,38.248,-85.745,5,14
97efe6f3-886a-42c5-7e66-a993a149,2019-08-01,14:15,2019-08-01,14:15,5,0,38.256,-85.743,38.256,-85.748,5,14
9b31159d-d685-a350-1f5c-6644d883,2019-08-01,14:15,2019-08-01,14:30,14,0.497,38.256,-85.753,38.257,-85.76,5,14
4d219315-a5e4-e344-ee2a-6a53431f,2019-08-01,14:15,2019-08-01,14:15,10,0.435,38.255,-85.745,38.255,-85.745,5,14
5dc5dbbd-f70c-378e-27b9-c686c702,2019-08-01,14:15,2019-08-01,14:15,3,0.72,38.225,-85.694,38.231,-85.704,5,14
52d69b22-8a78-0c34-9933-78db1b90,2019-08-01,14:15,2019-08-01,14:30,13,0,38.256,-85.753,38.257,-85.76,5,14
5897e657-229b-61bc-0ad9-bbb29fa3,2019-08-01,14:15,2019-08-01,14:30,7,0,38.257,-85.755,38.257,-85.76,5,14
39652c17-bafc-c2b5-61fd-39e1c5d7,2019-08-01,14:15,2019-08-01,14:15,4,0,38.229,-85.716,38.235,-85.717,5,14
ed013bac-5c51-2b05-f773-b800486c,2019-08-01,14:15,2019-08-01,14:30,17,0.994,38.256,-85.751,38.257,-85.76,5,14
eebbb63a-dbe3-ca49-45c0-020cf1c3,2019-08-01,14:15,2019-08-01,14:15,3,0.27,38.225,-85.694,38.231,-85.704,5,14
e8b06ca7-a35d-2d1c-4b92-267aa38a,2019-08-01,14:15,2019-08-01,14:45,34,1.77,38.252,-85.799,38.255,-85.799,5,14
2d2db244-0871-61f5-e1e4-1643bd5f,2019-08-01,14:15,2019-08-01,14:15,4,0,38.257,-85.758,38.257,-85.752,5,14
2d7baab6-435d-91e9-dd87-23d51d9a,2019-08-01,14:15,2019-08-01,14:30,13,0.311,38.256,-85.753,38.257,-85.759,5,14
284defaa-151a-8e01-2d01-1663f57a,2019-08-01,14:15,2019-08-01,14:30,10,0,38.258,-85.767,38.25,-85.788,5,14
0d2b792e-d33e-3db6-c182-e0125c27,2019-08-01,14:15,2019-08-01,15:00,45,4.909,38.255,-85.757,38.254,-85.757,5,14
34dff1d0-4c6e-0deb-3e1e-89aa38c1,2019-08-01,14:15,2019-08-01,14:30,13,0,38.256,-85.753,38.257,-85.76,5,14
36d6b932-6c37-ab07-3023-158a10a4,2019-08-01,14:15,2019-08-01,15:45,89,7.022,38.246,-85.758,38.265,-85.78,5,14
36d71609-b452-3e35-3a44-bd83b385,2019-08-01,14:30,2019-08-01,15:30,62,4.16,38.257,-85.743,38.258,-85.745,5,14
11e828b5-dc09-a3c9-d2c4-a79ab6ad,2019-08-01,14:30,2019-08-01,14:30,3,0,38.25,-85.756,38.253,-85.755,5,14
17bdfa38-7083-03b1-7fec-0f035f70,2019-08-01,14:30,2019-08-01,14:45,5,0.124,38.252,-85.756,38.252,-85.756,5,14
3a49b7a7-9fb6-b9e6-cadd-0316f090,2019-08-01,14:30,2019-08-01,14:30,5,0,38.238,-85.72,38.232,-85.71,5,14
3ff5e180-dbaa-c775-d070-b1e90eaf,2019-08-01,14:30,2019-08-01,15:30,55,6.42,38.258,-85.746,38.258,-85.745,5,14
467d4f5f-5e83-4fc5-b07d-7331a1f2,2019-08-01,14:30,2019-08-01,14:30,3,0,38.258,-85.757,38.257,-85.757,5,14
47e40a75-e420-e848-8304-b5f08daa,2019-08-01,14:30,2019-08-01,14:45,13,0,38.258,-85.76,38.257,-85.759,5,14
48819b1d-64eb-ec27-8b47-f1045cda,2019-08-01,14:30,2019-08-01,14:30,1,0.01,38.257,-85.744,38.257,-85.744,5,14
6e00fda8-9d31-5a35-1afc-0c346c59,2019-08-01,14:30,2019-08-01,14:30,4,0.25,38.258,-85.745,38.258,-85.744,5,14
51451868-4fbb-4495-2f9c-6aad300a,2019-08-01,14:30,2019-08-01,14:30,6,0,38.258,-85.745,38.257,-85.745,5,14
55a5abd7-5a59-bc1f-e384-d2d22359,2019-08-01,14:30,2019-08-01,14:45,16,0.69,38.257,-85.763,38.254,-85.757,5,14
4e71e645-7034-2da4-a8c8-70dee4f5,2019-08-01,14:30,2019-08-01,14:45,7,0.249,38.255,-85.758,38.255,-85.758,5,14
60dd6c64-8688-c8c1-d2c7-4e491712,2019-08-01,14:30,2019-08-01,14:45,9,0,38.257,-85.763,38.257,-85.763,5,14
de99f581-2a8a-0633-8a3c-8913a47f,2019-08-01,14:30,2019-08-01,14:30,12,0,38.21,-85.765,38.205,-85.78,5,14
b0c56a3e-d632-5ed7-8e7b-145b1e86,2019-08-01,14:30,2019-08-01,15:00,32,2.12,38.258,-85.745,38.262,-85.736,5,14
b22eda16-42a6-c0ff-df27-60bd041a,2019-08-01,14:30,2019-08-01,14:30,5,0.73,38.257,-85.744,38.257,-85.743,5,14
be40773b-8004-18fa-f520-61d48c29,2019-08-01,14:30,2019-08-01,15:30,54,7.87,38.258,-85.745,38.258,-85.745,5,14
ac397f74-9811-914e-4dcd-f5dbd5ce,2019-08-01,14:30,2019-08-01,15:30,56,6.44,38.257,-85.746,38.258,-85.745,5,14
7a584366-c0a6-c97b-6f53-5cd56bc0,2019-08-01,14:30,2019-08-01,14:30,0,0,38.258,-85.746,38.258,-85.746,5,14
7aca1c2e-7e67-9a8a-d059-0277e8e4,2019-08-01,14:30,2019-08-01,14:45,14,0,38.257,-85.763,38.257,-85.76,5,14
8065710f-2127-9757-eed1-82f638ee,2019-08-01,14:30,2019-08-01,15:00,20,3.728,38.235,-85.717,38.268,-85.703,5,14
885cf0cd-8f1e-8e50-3e43-8cd56f4a,2019-08-01,14:30,2019-08-01,15:00,27,1.243,38.256,-85.757,38.257,-85.757,5,14
76058a42-0815-b16c-523a-1f2f2e1e,2019-08-01,14:30,2019-08-01,14:30,10,0.94,38.258,-85.745,38.257,-85.744,5,14
a5553957-55aa-f75f-8169-53a40151,2019-08-01,14:30,2019-08-01,14:30,5,0.684,38.238,-85.72,38.232,-85.71,5,14
ea734449-27d9-3483-b80e-b4ca6943,2019-08-01,14:30,2019-08-01,14:30,10,1.15,38.251,-85.745,38.247,-85.765,5,14
c650dc9a-a606-3c41-bcce-caee388a,2019-08-01,14:45,2019-08-01,15:00,5,0.12,38.252,-85.757,38.253,-85.754,5,14
d40850cf-4ccd-8b11-07a9-a15447b0,2019-08-01,14:45,2019-08-01,14:45,4,0,38.221,-85.762,38.219,-85.762,5,14
bac20f5e-5747-8490-3ee7-1bbe9d60,2019-08-01,14:45,2019-08-01,15:00,9,0,38.232,-85.71,38.229,-85.702,5,14
bbe122e5-70c9-1d8d-fc4d-74151764,2019-08-01,14:45,2019-08-01,15:45,60,3.68,38.257,-85.744,38.258,-85.745,5,14
b057c597-7c20-92c6-c159-6fd1aefc,2019-08-01,14:45,2019-08-01,15:00,7,0.249,38.257,-85.761,38.257,-85.762,5,14
161a1ec0-ae3f-cc55-4741-b4c2bec2,2019-08-01,14:45,2019-08-01,15:00,11,0.435,38.201,-85.742,38.201,-85.742,5,14
2b7ec54e-d9fc-ff2a-9e6a-3f0de6c7,2019-08-01,14:45,2019-08-01,15:00,10,0,38.239,-85.756,38.229,-85.758,5,14
43429169-fa92-0b80-66d5-9ca519b0,2019-08-01,14:45,2019-08-01,15:00,22,0.062,38.256,-85.757,38.258,-85.757,5,14
67de0d28-20b6-bd44-4fdb-99628db3,2019-08-01,14:45,2019-08-01,14:45,5,0.61,38.257,-85.717,38.253,-85.704,5,14
4be9f1f7-ec14-b9e1-42d6-cb647666,2019-08-01,14:45,2019-08-01,14:45,2,0,38.249,-85.743,38.249,-85.747,5,14
6ad439c0-c659-083f-b37b-bc5e63cd,2019-08-01,14:45,2019-08-01,14:45,5,0.65,38.257,-85.717,38.254,-85.703,5,14
6d7f0029-fa72-ec3b-82d2-db778c9d,2019-08-01,14:45,2019-08-01,15:00,5,0,38.252,-85.754,38.254,-85.744,5,14
52ea85ca-0f5f-51b2-df74-9e9ab18d,2019-08-01,14:45,2019-08-01,14:45,3,0.249,38.257,-85.76,38.257,-85.759,5,14
a2dfa8dc-4026-8dce-1f08-cf87534b,2019-08-01,14:45,2019-08-01,14:45,2,0,38.205,-85.759,38.205,-85.758,5,14
a6cce9bd-7046-10a8-7cd5-26b81911,2019-08-01,14:45,2019-08-01,14:45,4,0.27,38.254,-85.757,38.249,-85.758,5,14
9f56469f-6f2c-43fe-9a5f-6d275f6e,2019-08-01,14:45,2019-08-01,14:45,5,0.58,38.257,-85.717,38.254,-85.705,5,14
8bc1a3db-af3b-af8d-41ff-c410dd9e,2019-08-01,14:45,2019-08-01,15:00,7,1.429,38.257,-85.762,38.239,-85.762,5,14
8da50b2c-10c8-176f-af7e-a589e442,2019-08-01,14:45,2019-08-01,14:45,3,0,38.256,-85.75,38.256,-85.75,5,14
8e08c9f1-8616-ab21-6bd0-6921e8f7,2019-08-01,14:45,2019-08-01,15:00,9,0,38.24,-85.773,38.248,-85.775,5,14
89e9a37e-7f90-ed13-3cc6-ff9f2bb5,2019-08-01,15:00,2019-08-01,15:00,6,0.311,38.209,-85.764,38.205,-85.764,5,15
8102af44-b956-609f-aa6a-b59b3fe3,2019-08-01,15:00,2019-08-01,15:15,4,0.186,38.256,-85.752,38.253,-85.751,5,15
7a4c61b1-22e8-cff2-8aa6-6a6e26a5,2019-08-01,15:00,2019-08-01,16:15,65,6.06,38.258,-85.745,38.259,-85.745,5,15
7bf992bc-f17b-a739-7d91-91214d4a,2019-08-01,15:00,2019-08-01,15:15,3,0.062,38.257,-85.76,38.257,-85.76,5,15
9dd536f4-de64-fb1c-1734-dc3b90a2,2019-08-01,15:00,2019-08-01,15:00,1,0,38.257,-85.76,38.257,-85.76,5,15
76aa25bd-b5ff-8ca0-20e9-23b58e60,2019-08-01,15:00,2019-08-01,15:15,11,1.37,38.264,-85.728,38.255,-85.745,5,15
98119041-74a9-afb7-1fca-1967d1d1,2019-08-01,15:00,2019-08-01,15:00,9,0.33,38.253,-85.741,38.251,-85.743,5,15
321da1ce-6e25-b957-e674-5d0f1705,2019-08-01,15:00,2019-08-01,15:30,34,0.249,38.251,-85.759,38.255,-85.746,5,15
06bfa350-41d2-5a3a-fcaa-45408885,2019-08-01,15:00,2019-08-01,15:00,2,0.04,38.271,-85.742,38.271,-85.742,5,15
1010970f-e5f3-ff4a-ff3a-eab85ffb,2019-08-01,15:00,2019-08-01,16:00,49,1.988,38.257,-85.76,38.257,-85.757,5,15
17eaf144-37ca-faa6-eccb-37f829bd,2019-08-01,15:00,2019-08-01,15:00,3,0.186,38.256,-85.758,38.253,-85.757,5,15
ee898396-f634-4b82-ede7-1de95c38,2019-08-01,15:00,2019-08-01,15:15,6,0,38.257,-85.76,38.257,-85.76,5,15
f9390560-9cb4-6c78-99f9-a7c017d2,2019-08-01,15:00,2019-08-01,15:15,4,0,38.248,-85.759,38.249,-85.755,5,15
ffdedbaa-e4ef-4165-6ed1-75fac7e4,2019-08-01,15:00,2019-08-01,15:00,1,0,38.257,-85.76,38.257,-85.76,5,15
f7d8a7c5-35ff-6b31-5837-3113ea12,2019-08-01,15:00,2019-08-01,15:15,9,1.206,38.236,-85.716,38.243,-85.729,5,15
c542f67a-3177-0782-e80b-6b5e8bc9,2019-08-01,15:00,2019-08-01,15:00,4,0.435,38.252,-85.754,38.249,-85.758,5,15
c9f2d9a1-9ddc-e118-866b-db336446,2019-08-01,15:00,2019-08-01,15:15,8,0,38.251,-85.758,38.256,-85.748,5,15
ce6464e3-0535-ba3b-dcff-0d35805c,2019-08-01,15:00,2019-08-01,15:00,1,0,38.254,-85.757,38.253,-85.756,5,15
d2171e2b-e3d2-efd2-3efa-26a887f5,2019-08-01,15:00,2019-08-01,15:30,24,0,38.213,-85.747,38.249,-85.757,5,15
53f77fec-94f4-8201-67ca-58256e8d,2019-08-01,15:00,2019-08-01,16:15,66,6.02,38.258,-85.745,38.258,-85.745,5,15
55171b20-f994-e66e-5639-32a49801,2019-08-01,15:00,2019-08-01,15:00,9,1.41,38.192,-85.791,38.2,-85.792,5,15
59831d91-99d3-3054-cd8c-33eac21f,2019-08-01,15:00,2019-08-01,15:30,24,1.44,38.26,-85.746,38.262,-85.74,5,15
5fc4dfd1-7771-2163-9a1b-ad9c3362,2019-08-01,15:00,2019-08-01,15:00,5,0,38.256,-85.751,38.257,-85.757,5,15
3d192463-9041-276b-88b9-e50a31a7,2019-08-01,15:00,2019-08-01,15:15,5,0,38.254,-85.757,38.252,-85.756,5,15
667283f4-6d2b-b1cc-7322-032e6f3f,2019-08-01,15:00,2019-08-01,15:15,9,0,38.254,-85.759,38.256,-85.753,5,15
4b9eb570-2a0a-db9a-26da-13bfbc2f,2019-08-01,15:00,2019-08-01,15:00,1,0.07,38.25,-85.732,38.25,-85.732,5,15
4d5a26b9-da7c-2723-aa86-95f2c27e,2019-08-01,15:00,2019-08-01,15:30,20,2.45,38.209,-85.777,38.208,-85.776,5,15
4d998a72-9939-6619-c736-838e9fcd,2019-08-01,15:00,2019-08-01,15:15,11,1.27,38.264,-85.728,38.255,-85.745,5,15
4cadcf8a-5631-4bec-29aa-a6000d47,2019-08-01,15:15,2019-08-01,15:15,2,0,38.253,-85.703,38.253,-85.705,5,15
5c79652b-c6c5-3287-fed9-2718aad8,2019-08-01,15:15,2019-08-01,15:30,4,0.18,38.262,-85.737,38.262,-85.737,5,15
416cb1ff-89b1-104e-8f38-8e51fa1c,2019-08-01,15:15,2019-08-01,15:15,4,0,38.257,-85.76,38.257,-85.763,5,15
4533c0d4-0e78-0c38-448f-926ddfd3,2019-08-01,15:15,2019-08-01,15:15,4,0.186,38.257,-85.76,38.258,-85.763,5,15
50f2e2ef-25d0-23d9-a942-db212f62,2019-08-01,15:15,2019-08-01,15:15,4,0,38.257,-85.76,38.257,-85.762,5,15
53d41753-a57d-d23f-7f35-3c580dbb,2019-08-01,15:15,2019-08-01,15:30,10,0,38.232,-85.71,38.237,-85.722,5,15
62e9b6a2-2330-4f4d-7b93-70e9e9c7,2019-08-01,15:15,2019-08-01,15:15,2,0,38.256,-85.762,38.256,-85.762,5,15
65c06d63-b407-4c6b-3439-bfb7f46e,2019-08-01,15:15,2019-08-01,15:30,13,1.09,38.231,-85.704,38.235,-85.719,5,15
3f0f24de-a76b-44ec-8b5d-679405c0,2019-08-01,15:15,2019-08-01,15:15,3,0,38.257,-85.76,38.257,-85.761,5,15
f4856fcf-eea3-07ae-6e46-666d624b,2019-08-01,15:15,2019-08-01,15:15,4,0.01,38.253,-85.703,38.254,-85.703,5,15
ef4dd3a8-3de7-2fa7-80da-a035df94,2019-08-01,15:15,2019-08-01,15:45,23,3.58,38.268,-85.814,38.268,-85.814,5,15
e7373ce9-3f30-f5ef-3395-e8e71604,2019-08-01,15:15,2019-08-01,15:45,25,2.88,38.268,-85.814,38.268,-85.814,5,15
9540279b-beeb-c724-8a7a-7a5802b8,2019-08-01,15:15,2019-08-01,15:15,8,0.311,38.254,-85.759,38.257,-85.753,5,15
82562e4b-1c61-de29-2beb-c505aeb2,2019-08-01,15:15,2019-08-01,15:30,13,0.84,38.23,-85.704,38.235,-85.719,5,15
a2d9396a-1b58-6ca0-d753-9f5620b9,2019-08-01,15:15,2019-08-01,15:15,2,0,38.254,-85.703,38.254,-85.703,5,15
a6da01e5-f324-7964-7437-40019f81,2019-08-01,15:15,2019-08-01,15:15,3,0,38.257,-85.76,38.257,-85.76,5,15
a76f30a2-e3ce-89bd-dd6e-70eb8705,2019-08-01,15:15,2019-08-01,15:15,9,0.37,38.2,-85.792,38.201,-85.792,5,15
8c2b3569-d500-ee94-db2c-cb1ad2c1,2019-08-01,15:15,2019-08-01,15:45,35,3.29,38.258,-85.745,38.258,-85.745,5,15
8f77c94f-40fd-4652-b917-52976ea5,2019-08-01,15:15,2019-08-01,15:30,9,0,38.253,-85.757,38.254,-85.745,5,15
7836b3db-12ce-81fd-19a0-bcf29b5c,2019-08-01,15:15,2019-08-01,16:00,41,1.802,38.257,-85.76,38.258,-85.757,5,15
78d925ec-346e-6997-0f5c-ffcf63b3,2019-08-01,15:15,2019-08-01,15:15,5,0.311,38.251,-85.758,38.249,-85.756,5,15
7ee0c3c3-78c4-e6b2-9f15-f27a5643,2019-08-01,15:15,2019-08-01,15:45,40,0.435,38.257,-85.76,38.257,-85.757,5,15
98543e77-f9fa-5317-4093-eeac769f,2019-08-01,15:15,2019-08-01,15:15,3,0,38.25,-85.756,38.25,-85.757,5,15
14d7919b-a396-047a-a734-8de2a512,2019-08-01,15:15,2019-08-01,15:30,9,0.373,38.253,-85.757,38.255,-85.753,5,15
14ee8b07-be98-069f-e986-42479127,2019-08-01,15:15,2019-08-01,15:15,4,0,38.253,-85.755,38.253,-85.757,5,15
1d170594-538a-7f00-e852-6632cdde,2019-08-01,15:15,2019-08-01,15:30,7,0.311,38.252,-85.754,38.253,-85.757,5,15
2982e49f-ad42-7e38-b47f-4354333b,2019-08-01,15:15,2019-08-01,15:30,9,0.124,38.232,-85.709,38.238,-85.722,5,15
04c41311-c781-f2f1-814f-0d2726ad,2019-08-01,15:15,2019-08-01,16:00,32,1.491,38.257,-85.76,38.257,-85.757,5,15
0bcce610-b4f1-8809-8a1c-4ba7e32c,2019-08-01,15:15,2019-08-01,15:15,2,0,38.254,-85.703,38.254,-85.703,5,15
20b8aaa2-a2d2-9ffa-dbbd-5f2396ec,2019-08-01,15:15,2019-08-01,15:30,9,0.21,38.234,-85.756,38.234,-85.755,5,15
266837b1-b527-22d5-6e3f-5cfb97b7,2019-08-01,15:15,2019-08-01,15:45,33,3.39,38.258,-85.745,38.257,-85.745,5,15
26a43673-95f6-110d-c9aa-479059a1,2019-08-01,15:15,2019-08-01,15:30,3,0,38.253,-85.755,38.253,-85.757,5,15
26b01048-8fa2-076d-836a-2b0850d8,2019-08-01,15:15,2019-08-01,15:15,5,0.34,38.253,-85.757,38.258,-85.756,5,15
280fd519-f5ce-6622-1d12-edf7755a,2019-08-01,15:15,2019-08-01,15:15,5,0.186,38.257,-85.76,38.257,-85.763,5,15
d3d0aa35-69be-95be-d5db-0e7387e1,2019-08-01,15:15,2019-08-01,15:15,4,0,38.257,-85.76,38.257,-85.763,5,15
b2513896-43ce-01a2-aecf-48df1a97,2019-08-01,15:15,2019-08-01,15:15,4,0.249,38.251,-85.755,38.253,-85.752,5,15
ddf9a328-55ce-590b-211a-98ef5a35,2019-08-01,15:15,2019-08-01,15:15,2,0,38.254,-85.757,38.254,-85.757,5,15
b584cd59-1a08-107b-56c9-2b7d48ea,2019-08-01,15:30,2019-08-01,16:45,73,0,38.258,-85.751,38.259,-85.75,5,15
d1efb2f4-6c23-4994-fd34-0e8fa8fa,2019-08-01,15:30,2019-08-01,15:45,2,0,38.256,-85.753,38.257,-85.755,5,15
ab014bac-99fa-5101-8719-a1dc5a08,2019-08-01,15:30,2019-08-01,16:15,39,3.76,38.258,-85.745,38.258,-85.746,5,15
af803df0-6bd4-0fc5-0893-c78d1f98,2019-08-01,15:30,2019-08-01,15:30,4,0.186,38.257,-85.763,38.258,-85.763,5,15
c8ad4636-82f7-082d-a1cc-d55878a0,2019-08-01,15:30,2019-08-01,16:15,40,3.66,38.258,-85.745,38.258,-85.746,5,15
98b59ea3-3a55-450a-61be-89098ec6,2019-08-01,15:30,2019-08-01,15:30,9,0.15,38.262,-85.732,38.263,-85.738,5,15
97c79dc3-ebb1-1956-d2d0-c403c297,2019-08-01,15:30,2019-08-01,15:30,4,0,38.257,-85.756,38.258,-85.764,5,15
3db523ac-14aa-297e-d044-21b45169,2019-08-01,15:30,2019-08-01,15:45,3,0,38.251,-85.758,38.253,-85.756,5,15
59b027d3-4618-0b7b-9030-abe2d7b4,2019-08-01,15:30,2019-08-01,15:45,3,0.29,38.251,-85.655,38.252,-85.654,5,15
5b2b394e-1520-0d51-e206-45edd71b,2019-08-01,15:30,2019-08-01,15:30,6,0,38.253,-85.757,38.258,-85.761,5,15
6689fbb7-b1b5-017f-e2d4-4b1e4f37,2019-08-01,15:30,2019-08-01,15:30,2,0,38.221,-85.763,38.22,-85.759,5,15
6e76350b-59cc-9eeb-854f-583b9a21,2019-08-01,15:30,2019-08-01,15:45,2,0,38.256,-85.752,38.257,-85.755,5,15
574f772f-4953-4c54-95b6-d2aa70c1,2019-08-01,15:30,2019-08-01,15:45,4,0.04,38.257,-85.746,38.257,-85.746,5,15
58850cc8-597e-6361-39ac-a367661a,2019-08-01,15:30,2019-08-01,16:00,21,2.34,38.255,-85.744,38.255,-85.744,5,15
ee9c334e-d812-910c-d12e-fb037f38,2019-08-01,15:30,2019-08-01,15:30,3,0,38.222,-85.734,38.221,-85.734,5,15
253432a2-f0aa-50b7-9901-e92c8c20,2019-08-01,15:30,2019-08-01,16:15,42,2.9,38.253,-85.757,38.251,-85.758,5,15
